support_id,support_depth,support_families,support_columns,support_values,support_definition,support_query_json,complement_definition,failure_predicate,failure_mode,metric,minimum_effect,expected_direction,threshold_basis,n_site_rows,n_complement_rows,n_site_clusters,n_complement_clusters,n_shared_clusters,site_class_counts_json,complement_class_counts_json,site_class_means_json,complement_class_means_json,site_loss,complement_loss,site_relative_contrast,site_balanced_accuracy,complement_balanced_accuracy,registry_threshold,threshold_crossed,predicate_semantics_pass,transition_midpoint_smd,predictor_missing_fraction_smd,matching_variables,exposure_normalization,complement_admissible,initial_status,matching_check_json,candidate_id,record_id,relation,carrier,subclass,confirmation_eligible,protocol_match,protocol_notes,record_testable,support_columns_available,discovery_site_relative_contrast,discovery_bootstrap_ci_low,discovery_bootstrap_ci_high,discovery_permutation_p,discovery_q_record_predicate,discovery_control_adjusted_contrast,confirmation_site_relative_contrast,sealed_matching_variables,sealed_exposure_normalization,direction_match,minimum_effect_pass,confirmation_bootstrap_ci_low,confirmation_bootstrap_ci_high,confirmation_direction_consistency,confirmation_bootstrap_positive_share,confirmation_loo_successful_count,confirmation_independent_cluster_count,confirmation_permutation_p,confirmation_permutation_count,confirmation_permutation_method,cluster_sensitivity_pass,admissible_control_count,alternative_control_count,median_control_site_relative_contrast,median_control_adjusted_contrast,positive_control_adjusted_share,control_robustness_pass,control_robustness_status,eligible_control_records_json,row_type
8eb760d133ac749e3327,1,scale_band,scale_band,early,scale_band:scale_band=early,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",NOT (scale_band:scale_band=early) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,35,14,4,3,3,"{""C"": 11, ""Cp2"": 24}","{""C"": 14, ""Cp2"": 0}","{""C"": 0.5746046513792689, ""Cp2"": -0.587818552928932}","{""C"": -0.16587315261249902}",-0.006606950774831588,,,0.375,,0.9,False,True,-4.454056289642815,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,False,inadmissible_complement,"{""complement_class_support"": false, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-0f82f9c3b220ffa08e45,C_vs_Cp2__geometry_scores_only,C_vs_Cp2,geometry_scores_only,C1_contrast-limited,False,True,,True,True,0.7647240853084731,0.7163369844225261,1.0909592869209572,0.0033222591362126247,0.09136212624584718,0.36035517700150443,,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,False,False,,,,,0,4,1.0,0,actual_contrast_unavailable,False,1,8,0.37489203203391397,,0.0,False,control_explained,"[""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]",candidate_aggregate
8eb760d133ac749e3327,1,scale_band,scale_band,early,scale_band:scale_band=early,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}]",NOT (scale_band:scale_band=early) within same record and discovery partition,local_criterion_breach,threshold_breach,misclassification_loss,0.1,site_greater_than_complement,registry threshold crossed locally while complement remains above threshold,35,14,4,3,3,"{""C"": 11, ""Cp2"": 24}","{""C"": 14, ""Cp2"": 0}","{""C"": 1.0, ""Cp2"": 0.25}","{""C"": 0.42857142857142855}",0.625,,,0.375,,0.9,False,True,-4.454056289642815,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,False,inadmissible_complement,"{""complement_class_support"": false, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-34d66eb07912a939e6bf,C_vs_Cp2__geometry_scores_only,C_vs_Cp2,geometry_scores_only,C1_contrast-limited,False,True,,True,True,0.6666666666666666,0.625,1.0,0.0033222591362126247,0.18272425249169436,0.5138888888888888,,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,False,False,,,,,0,4,1.0,0,actual_contrast_unavailable,False,1,8,0.19919786096256686,,0.0,False,control_explained,"[""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,13,36,4,4,4,"{""C"": 3, ""Cp2"": 10}","{""C"": 22, ""Cp2"": 14}","{""C"": 0.5053902804005445, ""Cp2"": -0.7144282586045214}","{""C"": 0.11282982669978811, ""Cp2"": -0.4973830488749395}",-0.10451898910198848,-0.1922766110875757,0.08775762198558723,0.44999999999999996,0.5032467532467533,0.9,False,True,-1.0029048873385005,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-2f8f8e8bd729832e4f1c,C_vs_Cp2__geometry_scores_only,C_vs_Cp2,geometry_scores_only,C1_contrast-limited,False,True,,True,True,0.5790234780551029,0.5201214152094978,0.9618568120034815,0.0033222591362126247,0.09136212624584718,0.1521731587315714,0.08775762198558723,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,False,-0.09186541920771235,0.3110221256451754,0.6666666666666666,0.7934640522875817,3,4,0.8321678321678322,1000,within_object_class_support_label_permutation,False,8,8,0.13167679677727787,-0.043919174791690635,0.375,False,control_explained,"[""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,13,36,4,4,4,"{""C"": 3, ""Cp2"": 10}","{""C"": 22, ""Cp2"": 14}","{""C"": 0.07704385499905257, ""Cp2"": -0.932913281620938}","{""C"": -0.35629563043100876, ""Cp2"": -0.8176894741465218}",-0.42793471331094274,-0.5869925522887653,0.1590578389778226,0.8333333333333334,0.9090909090909091,0.9,True,True,-1.0029048873385005,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-7ec663ae1af7424b1b72,C_vs_Cp2__no_window,C_vs_Cp2,no_window,C1_contrast-limited,False,True,,True,True,0.8240949830415584,0.7237564801345948,0.8316953075316886,0.0033222591362126247,0.18272425249169436,0.3582011680227495,0.1590578389778226,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,True,0.03919094883662655,0.46100694859220387,1.0,0.9856020942408377,3,4,0.1008991008991009,1000,within_object_class_support_label_permutation,True,8,8,0.09602668828116018,0.06303115069666243,0.625,True,control_adjusted_signal,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__no_window"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,local_criterion_breach,threshold_breach,misclassification_loss,0.1,site_greater_than_complement,registry threshold crossed locally while complement remains above threshold,13,36,4,4,4,"{""C"": 3, ""Cp2"": 10}","{""C"": 22, ""Cp2"": 14}","{""C"": 0.3333333333333333, ""Cp2"": 0.0}","{""C"": 0.18181818181818182, ""Cp2"": 0.0}",0.16666666666666666,0.09090909090909091,0.07575757575757575,0.8333333333333334,0.9090909090909091,0.9,True,True,-1.0029048873385005,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-f4375eb30e72ed220004,C_vs_Cp2__no_window,C_vs_Cp2,no_window,C1_contrast-limited,False,True,,True,True,0.5,0.5,0.5,0.0033222591362126247,0.18272425249169436,0.3447368421052632,0.07575757575757575,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,False,0.0,0.35714285714285715,0.6666666666666666,0.6989795918367347,3,4,0.46153846153846156,1000,within_object_class_support_label_permutation,False,8,8,0.06450216450216453,0.011255411255411213,0.5,False,control_explained,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__no_window"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,log_loss_attenuation,attenuation,log_loss,0.1,site_greater_than_complement,predeclared minimum class-balanced log-loss increase,13,36,4,4,4,"{""C"": 3, ""Cp2"": 10}","{""C"": 22, ""Cp2"": 14}","{""C"": 1.2770667908786646, ""Cp2"": 0.03472840998376546}","{""C"": 0.6058472927361912, ""Cp2"": 0.09809547431756302}",0.655897600431215,0.3519713835268771,0.3039262169043379,0.8333333333333334,0.9090909090909091,0.9,True,True,-1.0029048873385005,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-51b6faee33ac6cc790bd,C_vs_Cp2__no_window,C_vs_Cp2,no_window,C1_contrast-limited,False,True,,True,True,1.209437390265377,1.1520926500592776,1.2132972159523072,0.0033222591362126247,0.09136212624584718,0.686514024209024,0.3039262169043379,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,True,0.08561420050346305,1.0447184416564765,1.0,1.0,3,4,0.016983016983016984,1000,within_object_class_support_label_permutation,True,8,8,0.15713852182611876,0.14678769507821915,0.875,True,control_adjusted_signal,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__no_window"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,13,36,4,4,4,"{""C"": 3, ""Cp2"": 10}","{""C"": 22, ""Cp2"": 14}","{""C"": 0.007099297232899297, ""Cp2"": -0.873921113230927}","{""C"": -0.23167746941853035, ""Cp2"": -0.6904310403657369}",-0.4334109079990139,-0.4610542548921336,0.027643346893119702,0.8333333333333334,0.7727272727272727,0.9,False,True,-1.0029048873385005,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-c811fbc12bffe9acee2f,C_vs_Cp2__stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,C1_contrast-limited,False,True,,True,True,0.5214657539450481,0.48548356282127636,0.5990020316837028,0.0033222591362126247,0.18272425249169436,0.05456865687168355,0.027643346893119702,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,False,-0.16162383274824865,0.4177410777271632,0.3333333333333333,0.5917085427135679,3,4,0.5824175824175825,1000,within_object_class_support_label_permutation,False,8,8,0.13167679677727787,-0.10403344988415816,0.125,False,control_explained,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__stability_plus_geometry"", ""Cp2_vs_Cp3__stability_plus_geometry"", ""three_way__stability_plus_geometry""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,13,36,4,4,4,"{""C"": 3, ""Cp2"": 10}","{""C"": 22, ""Cp2"": 14}","{""C"": -0.18611312538423808, ""Cp2"": -0.955475751775321}","{""C"": -0.4723196969654447, ""Cp2"": -0.8778606893475805}",-0.5707944385797795,-0.6750901931565126,0.10429575457673312,0.8333333333333334,0.9090909090909091,0.9,True,True,-1.0029048873385005,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-590dc8c788380700d526,C_vs_Cp2__strict_numeric_all,C_vs_Cp2,strict_numeric_all,C1_contrast-limited,False,True,,True,True,0.7950973021017317,0.6551067145836229,0.8011866368324444,0.0033222591362126247,0.18272425249169436,0.2989445324591218,0.10429575457673312,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,True,-0.03574797197609991,0.5352957751837074,1.0,0.7193426042983565,3,4,0.2777222777222777,1000,within_object_class_support_label_permutation,False,8,8,0.11037386139780181,-0.006078106821068685,0.5,False,control_explained,"[""C_vs_Cp2__geometry_scores_only"", ""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp3__strict_numeric_all"", ""Cp2_vs_Cp3__strict_numeric_all"", ""three_way__strict_numeric_all""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,9,45,3,4,3,"{""C"": 3, ""Cp3"": 6}","{""C"": 22, ""Cp3"": 23}","{""C"": -0.14924135748634262, ""Cp3"": -0.7383145832369737}","{""C"": -0.7280078440851901, ""Cp3"": -0.5893529730288426}",-0.44377797036165817,-0.6586804085570164,0.2149024381953582,0.6666666666666667,0.9318181818181819,0.9,True,True,-1.9992458103388537,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-a69d98b6b8217d4059ce,C_vs_Cp3__no_window,C_vs_Cp3,no_window,C1_contrast-limited,False,True,,True,True,0.6598778159816858,0.42232288246245336,0.6645652785119069,0.0033222591362126247,0.1362126245847176,0.2052519166576826,0.2149024381953582,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,True,0.015556384884044316,0.44240585210031685,1.0,0.9541864139020537,2,4,0.004995004995004995,1000,within_object_class_support_label_permutation,True,8,8,0.1625211573695801,0.052381280825778115,0.625,True,control_adjusted_signal,"[""C_vs_Cp2__no_window"", ""C_vs_Cp3__geometry_scores_only"", ""C_vs_Cp3__path_shares_only"", ""C_vs_Cp3__stability_core_3"", ""C_vs_Cp3__stability_plus_geometry"", ""C_vs_Cp3__strict_numeric_all"", ""Cp2_vs_Cp3__no_window"", ""three_way__no_window""]",candidate_aggregate
114bd7932e0008f8ef79,2,scale_band|seam_relative,scale_band|seam_relative_region,early|near,scale_band:scale_band=early AND seam_relative:seam_relative_region=near,"[{""column"": ""scale_band"", ""operator"": ""eq"", ""support_family"": ""scale_band"", ""value"": ""early""}, {""column"": ""seam_relative_region"", ""operator"": ""eq"", ""support_family"": ""seam_relative"", ""value"": ""near""}]",NOT (scale_band:scale_band=early AND seam_relative:seam_relative_region=near) within same record and discovery partition,relation_separation_attenuation,attenuation,margin_loss,0.1,site_greater_than_complement,predeclared minimum true-class-margin attenuation,9,45,3,4,3,"{""C"": 3, ""Cp3"": 6}","{""C"": 22, ""Cp3"": 23}","{""C"": -0.5004921452807573, ""Cp3"": -0.8081693743447375}","{""C"": -0.7942265675437435, ""Cp3"": -0.780415153701784}",-0.6543307598127474,-0.7873208606227637,0.1329901008100164,1.0,0.9772727272727273,0.9,False,True,-1.9992458103388537,0.0,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,contrast_computable,"{""complement_class_support"": true, ""complement_clusters"": true, ""complement_rows"": true, ""shared_clusters"": true, ""site_class_support"": true, ""site_clusters"": true, ""site_rows"": true}",OBS084B-5c75c4f7df387f78f22c,C_vs_Cp3__strict_numeric_all,C_vs_Cp3,strict_numeric_all,C1_contrast-limited,False,True,,True,True,0.7361910909577157,0.43982426594659746,0.7395805450565569,0.0033222591362126247,0.1362126245847176,0.25130623700991156,0.1329901008100164,true_regime;object_cluster_overlap;transition_midpoint_audit;predictor_missingness_audit,equal-weight class-balanced loss; site and complement evaluated on discovery-only observations,True,True,0.08342280290070692,0.18476196469767114,1.0,1.0,2,4,0.4995004995004995,1000,within_object_class_support_label_permutation,True,8,8,0.19044345697834789,-0.0574533561683315,0.375,False,control_explained,"[""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""C_vs_Cp3__no_window"", ""C_vs_Cp3__path_shares_only"", ""C_vs_Cp3__stability_core_3"", ""C_vs_Cp3__stability_plus_geometry"", ""Cp2_vs_Cp3__strict_numeric_all"", ""three_way__strict_numeric_all""]",candidate_aggregate
